work_id,person_id,role,character_name,credit_order
16,104,actor,Lonnie Lincoln / Tombstone,7
16,313,actor,,8
16,314,actor,,9
16,315,director,,
16,238,writer,,
16,239,writer,,
16,240,producer,,
16,241,producer,,
23,106,actor,Juan-Carlos Estrada Sánchez / El Muerto,1
23,316,director,,
23,317,writer,,
24,107,actor,Spider-Man,1
24,318,actor,Narrator / various characters,2
24,319,actor,Narrator / various characters,3
24,320,actor,Various characters,4
24,321,actor,Various characters,5
24,322,source character co-creator,,
24,323,source character co-creator,,
24,324,theme music composer,,
25,1,actor,Peter Parker / Spider-Man,1
25,3,actor,J. Jonah Jameson,2
25,108,actor,Rita Conway,3
25,155,actor,Captain Barbera,4
25,5,actor,Julie Masters,5
25,163,creator,,
25,165,producer,,
25,325,theme music composer,,
25,183,theme music composer,,
25,181,director,,
25,174,director,,
26,8,actor,Takuya Yamashiro / Spider-Man,1
26,326,actor,Hitomi Sakuma,2
26,109,actor,Professor Monster,3
26,110,actor,Amazoness,4
26,327,actor,Shinko Yamashiro,5
26,328,actor,Takuji Yamashiro,6
26,189,creator,,
26,329,head writer,,
26,188,head writer,,
26,187,director,,
26,330,composer,,
26,190,producer,,
26,331,producer,,
28,111,actor,Peter Parker / Spider-Man,1
28,112,actor,J. Jonah Jameson,2
28,113,actor,Betty Brant / Aunt May / Mary Jane Watson,3
28,332,actor,Narrator,4
28,114,actor,Green Goblin / Captain Ned Stacy,5
28,333,executive producer,,
28,334,executive producer,,
28,335,producer,,
28,336,theme lyricist,,
28,337,theme music composer,,
28,338,composer,,
29,115,actor,Spider-Man / Peter Parker,1
29,116,actor,J. Jonah Jameson,2
29,339,actor,Aunt May / Black Cat,3
29,340,actor,Betty Brant,4
29,341,actor,Robbie Robertson,5
29,117,actor,Doctor Doom,6
29,322,creator,,
29,342,producer,,
29,343,executive producer,,
29,344,executive producer,,
29,345,composer,,
29,346,voice director,,
30,118,actor,Spider-Man / Peter Parker,1
30,119,actor,Iceman / Bobby Drake,2
30,347,actor,Fire-Star / Angelica Jones,3
30,348,actor,Aunt May,4
30,349,actor,Narrator,5
30,322,creator,,
30,350,director,,
30,351,producer,,
30,345,composer,,
30,343,executive producer,,
30,344,executive producer,,
31,120,actor,Spider-Man / Peter Parker,1
31,352,actor,J. Jonah Jameson,2
31,353,actor,Robbie Robertson,3
31,121,actor,Mary Jane Watson,4
31,354,actor,Felicia Hardy / Black Cat,5
31,355,actor,Harry Osborn,6
31,122,actor,Kingpin / Wilson Fisk,7
31,356,supervising producer and story editor,,
31,357,supervising director,,
31,207,executive producer,,
31,322,executive producer,,
31,358,composer,,
31,359,composer,,
32,123,actor,Peter Parker / Spider-Man,1
32,125,actor,Eddie Brock / Venom,2
32,126,actor,Cletus Kasady / Carnage,3
32,124,actor,High Evolutionary / J. Jonah Jameson,4
32,354,actor,Mary Jane Watson-Parker / Lady Vermin,5
32,360,actor,John Jameson,6
32,207,developer,,
32,361,developer and producer,,
32,362,director,,
32,363,theme music composer,,
32,364,theme music composer,,
32,365,executive producer,,
33,127,actor,Peter Parker / Spider-Man,1
33,128,actor,Mary Jane Watson,2
33,366,actor,Harry Osborn,3
33,367,actor,J. Jonah Jameson,4
33,368,actor,Indira Daimonji,5
33,129,actor,Kingpin,6
33,369,developer,,
33,370,developer,,
33,371,developer and producer,,
33,372,theme music composer,,
33,373,theme music composer,,
33,207,executive producer,,
34,130,actor,Peter Parker / Spider-Man,1
34,131,actor,Gwen Stacy,2
34,374,actor,Harry Osborn,3
34,375,actor,J. Jonah Jameson,4
34,376,actor,Mary Jane Watson,5
34,101,actor,Liz Allan,6
34,132,actor,Norman Osborn,7
34,377,"developer, supervising producer, story editor and writer",,
34,378,"developer, supervising producer and supervising director",,
34,379,producer,,
34,380,composer,,
34,381,composer,,
34,382,composer,,
35,133,actor,Peter Parker / Spider-Man,1
35,137,actor,Luke Cage / Power Man; Miles Morales,2
35,136,actor,Danny Rand / Iron Fist,3
35,135,actor,Ava Ayala / White Tiger,4
35,134,actor,Sam Alexander / Nova,5
35,383,actor,Harry Osborn / Flash Thompson / Agent Venom,6
35,138,actor,Doctor Octopus,7
35,369,writer and producer,,
35,384,writer and producer,,
35,385,writer and supervising producer,,
35,386,writer and supervising producer,,
35,387,supervising director,,
35,388,composer,,
36,389,actor,Peter Parker / Spider-Man,1
36,139,actor,Miles Morales / Ultimate Spider-Man,2
36,140,actor,Gwen Stacy / Ghost-Spider,3
36,141,actor,Anya Corazon / Spider-Girl,4
36,142,actor,Harry Osborn / Hobgoblin,5
36,390,actor,Otto Octavius / Doctor Octopus,6
36,130,actor,Norman Osborn / Dark Goblin,7
36,391,developer and story editor,,
36,392,creative director and supervising director,,
36,393,director,,
36,388,composer,,
36,394,voice director,,
36,395,voice director,,
37,143,actor,Peter Parker / Spidey,1
37,144,actor,Miles Morales / Spin,2
37,145,actor,Gwen Stacy / Ghost-Spider,3
37,396,actor,TRACE-E / TWIST-E / CAL,4
37,141,actor,Aunt May,5
37,146,actor,Doc Ock,6
37,147,actor,Green Goblin,7
37,397,executive producer,,
37,398,director,,
37,399,director,,
37,400,theme music composer and composer,,
38,148,actor,Peter Parker / Spider-Man,1
38,149,actor,May Parker,2
38,150,actor,Nico Minoru,3
38,151,actor,Lonnie Lincoln / Tombstone,4
38,401,actor,Harry Osborn,5
38,152,actor,Norman Osborn,6
38,153,actor,Otto Octavius,7
38,154,actor,Daredevil / Matt Murdock,8
38,402,"creator, showrunner and head writer",,
38,403,supervising director,,
38,404,director,,
38,405,director,,
38,406,composer,,
38,407,composer,,
27,52,actor,Ben Reilly / Spider-Man Noir,1
27,408,actor,,2
27,409,actor,,3
27,410,actor,,4
27,411,actor,,5
27,412,showrunner,,
27,413,showrunner,,
27,250,executive producer,,
27,251,executive producer,,
27,241,executive producer,,
27,414,director,,
39,415,programmer/designer,,
40,416,designer,,
40,417,artist,,
40,418,artist,,
41,419,designer,,
41,321,programmer,,
41,420,programmer,,
41,421,programmer,,
41,419,programmer,,
45,422,producer,,
45,423,producer (Game Gear),,
45,424,designer,,
45,425,designer/programmer (Sega CD),,
45,426,designer (Sega CD),,
45,427,designer (Sega CD),,
45,428,designer (Sega CD),,
45,425,programmer,,
45,429,programmer,,
45,430,programmer (GG/MS),,
45,431,composer (Sega CD),,
45,432,composer (Sega CD),,
45,433,composer,,
45,434,composer,,
45,435,composer,,
46,436,designer,,
46,437,composer,,
48,438,composer,,
49,439,composer,,
49,440,composer,,
49,441,cover artist,,
51,442,producer,,
51,443,producer,,
51,444,designer,,
51,445,programmer,,
51,446,composer (SNES),,
51,447,composer (SNES),,
51,448,composer (Genesis),,
51,449,composer (Genesis),,
52,450,designer,,
52,451,designer,,
52,452,designer,,
52,453,designer,,
52,454,composer,,
52,455,composer,,
52,456,composer,,
52,457,composer,,
52,458,cover artists,,
52,459,cover artists,,
52,460,cover artists,,
53,461,producer,,
53,462,producer,,
53,463,designer,,
53,464,designer,,
53,445,programmer,,
53,465,composer,,
54,466,composer,,
55,467,producer,,
55,468,producer,,
55,469,programmer,,
55,470,programmer,,
55,471,composer,,
55,472,composer,,
57,473,producer,,
57,474,producer,,
57,475,designer,,
57,476,programmer,,
57,477,programmer,,
57,478,programmer,,
57,479,artist,,
57,480,composer,,
57,481,composer,,
57,322,narrator,,
59,482,producer / writer,,
59,483,designer / writer,,
59,484,programmer,,
59,485,programmer,,
59,486,programmer,,
59,487,artist,,
59,488,artist,,
59,474,writer,,
59,489,composer,,
59,322,opening narration,,
61,490,director,,
61,491,producer,,
61,492,designer,,
61,493,writer,,
61,381,composer,,
62,492,director,,
62,494,producer,,
62,491,producer,,
62,495,producer,,
62,496,designer,,
62,493,writer,,
62,497,composer,,
62,381,composer,,
62,498,designer (web-swinging physics),,
63,369,director (also comic writer),,
63,499,director (PC/consoles),,
63,500,designer,,
63,501,designer,,
63,502,designer,,
63,503,designer (GBA/DS),,
63,504,programmer,,
63,505,programmer (GBA/DS),,
63,490,artist,,
63,506,artist,,
63,507,artist,,
63,508,artist,,
63,509,artist,,
63,388,composer,,
65,510,composer,,
66,511,director,,
66,512,designer,,
66,513,designer,,
66,514,programmer,,
66,515,programmer,,
66,516,artist,,
66,517,composer,,
67,518,composer,,
67,519,composer (NDS),,
67,520,voice director/casting,,
67,521,voice director/casting,,
69,522,director,,
69,523,director,,
69,524,producer,,
69,525,writer,,
69,526,writer,,
69,527,writer,,
69,528,composer,,
69,322,narrator,,
70,529,director,,
70,530,director,,
70,531,producer,,
70,532,writer,,
70,533,composer,,
71,529,director,,
71,534,director,,
71,535,writer,,
71,536,writer,,
71,533,composer,,
71,537,composer (mobile),,
71,538,additional music,,
72,539,director,,
72,540,producer,,
72,541,writer,,
72,542,composer,,
73,543,director,,
73,544,producer,,
73,545,designer,,
73,546,programmer,,
73,547,composer,,
74,548,director,,
74,549,producer,,
74,550,designer,,
74,551,programmer,,
74,552,artist,,
74,525,writer,,
74,553,composer,,
75,554,director,,
75,548,director / designer,,
75,555,producer,,
75,556,producer,,
75,557,producer,,
75,551,programmer,,
75,552,artist,,
75,558,writer,,
75,554,writer,,
75,559,composer,,
76,560,director,,
76,561,director,,
76,562,director (creative),,
76,563,director,,
76,564,programmer,,
76,565,artist,,
76,566,artist,,
76,567,writer,,
76,568,writer,,
76,569,writer,,
76,541,writer,,
76,570,composer,,
79,561,director,,
79,571,producer,,
79,572,designer,,
79,573,programmer,,
79,574,programmer,,
79,575,programmer,,
79,576,artist,,
79,577,artist,,
79,578,writer,,
79,579,writer,,
79,570,composer,,
80,562,director (creative),,
80,560,director (game),,
80,565,artist,,
80,566,artist,,
80,567,writer,,
80,580,writer,,
80,568,writer,,
80,570,composer,,
77,560,director,,
77,561,director,,
77,562,director,,
77,563,director,,
77,564,programmer,,
77,565,artist,,
77,566,artist,,
77,567,writer,,
77,568,writer,,
77,569,writer,,
77,570,composer,,
78,562,creative director,,
78,560,game director,,
78,581,voice actor,,
